Sender -> Receiver: Amount
0 -> 978 : 480101
978 -> 198 : 9927
978 -> 506 : 162816
978 -> 101 : 117980
198 -> 396 : 3438
198 -> 753 : 2802
0 -> 106 : 437721
396 -> 621 : 66
101 -> 428 : 29699
428 -> 650 : 2287
396 -> 684 : 2164
0 -> 28 : 81841
198 -> 200 : 446
650 -> 611 : 274
753 -> 917 : 890
200 -> 918 : 304
198 -> 409 : 716
409 -> 734 : 356
650 -> 949 : 1464
409 -> 722 : 18
28 -> 169 : 57460
917 -> 376 : 77
978 -> 566 : 131382
101 -> 271 : 24100
198 -> 534 : 940
684 -> 562 : 933
506 -> 18 : 35554
621 -> 229 : 41
566 -> 133 : 80598
734 -> 965 : 46
949 -> 223 : 967
0 -> 27 : 137
722 -> 337 : 4
506 -> 493 : 126434
611 -> 75 : 238
753 -> 111 : 1232
198 -> 576 : 949
101 -> 597 : 19968
917 -> 73 : 75
621 -> 393 : 4
978 -> 86 : 13213
169 -> 693 : 23052
734 -> 605 : 139
393 -> 82 : 2
753 -> 842 : 350
693 -> 240 : 4670
650 -> 917 : 392
18 -> 768 : 8892
611 -> 180 : 19
605 -> 285 : 10
285 -> 838 : 2
0 -> 256 : 182
256 -> 988 : 10
229 -> 795 : 1
621 -> 393 : 6
223 -> 241 : 425
241 -> 876 : 348
0 -> 212 : 4
337 -> 885 : 2
111 -> 886 : 1182
229 -> 800 : 33
795 -> 762 : 1
200 -> 990 : 118
133 -> 714 : 19826
223 -> 256 : 426
0 -> 705 : 9
949 -> 1 : 142
75 -> 896 : 53
988 -> 600 : 4
917 -> 620 : 1044
229 -> 977 : 4
650 -> 761 : 107
768 -> 438 : 4495
762 -> 153 : 1
576 -> 476 : 660
1 -> 87 : 44
621 -> 942 : 6
768 -> 344 : 3023
82 -> 553 : 2
344 -> 606 : 2644
800 -> 518 : 25
344 -> 656 : 267
918 -> 825 : 243
240 -> 334 : 4225
842 -> 126 : 306
506 -> 771 : 788
27 -> 509 : 54
886 -> 506 : 318
722 -> 451 : 9
28 -> 613 : 18995
451 -> 391 : 7
87 -> 336 : 44
886 -> 365 : 570
391 -> 163 : 7
705 -> 262 : 1
800 -> 684 : 5
650 -> 258 : 26
106 -> 235 : 376176
180 -> 205 : 1
493 -> 468 : 82077
613 -> 861 : 9769
212 -> 685 : 4
600 -> 597 : 3
800 -> 254 : 2
271 -> 62 : 13204
684 -> 654 : 476
621 -> 904 : 4
409 -> 523 : 285
734 -> 898 : 163
229 -> 952 : 3
876 -> 7 : 283
28 -> 671 : 4974
235 -> 148 : 203574
534 -> 487 : 235
671 -> 480 : 1536
965 -> 112 : 4
506 -> 662 : 70
336 -> 371 : 14
523 -> 765 : 247
949 -> 452 : 88
254 -> 419 : 1
838 -> 928 : 1
254 -> 659 : 1
606 -> 677 : 564
493 -> 273 : 8752
990 -> 813 : 17
506 -> 912 : 39
553 -> 166 : 2
722 -> 565 : 3
714 -> 886 : 18078
576 -> 825 : 138
562 -> 580 : 355
896 -> 512 : 8
393 -> 760 : 4
813 -> 286 : 1
7 -> 355 : 28
