Sender -> Receiver: Amount
0 -> 554 : 438102
0 -> 544 : 302630
554 -> 281 : 321308
554 -> 149 : 52376
0 -> 664 : 168280
0 -> 109 : 45013
554 -> 901 : 4968
149 -> 885 : 50310
281 -> 11 : 168689
0 -> 924 : 40568
281 -> 114 : 130137
664 -> 778 : 123303
554 -> 651 : 24324
924 -> 507 : 5155
0 -> 313 : 2497
114 -> 33 : 126915
114 -> 25 : 3169
109 -> 480 : 13913
33 -> 316 : 79240
778 -> 692 : 40491
114 -> 52 : 27
924 -> 884 : 9265
554 -> 309 : 24263
0 -> 613 : 1516
114 -> 930 : 20
778 -> 400 : 81984
281 -> 846 : 12922
109 -> 164 : 2711
778 -> 402 : 722
544 -> 613 : 215892
33 -> 301 : 12644
846 -> 570 : 10781
114 -> 587 : 3
114 -> 145 : 3
145 -> 443 : 3
400 -> 265 : 19004
25 -> 573 : 107
400 -> 697 : 13955
554 -> 585 : 6061
309 -> 452 : 20771
400 -> 292 : 22926
443 -> 863 : 3
11 -> 609 : 17966
885 -> 611 : 1161
400 -> 21 : 5147
301 -> 505 : 777
651 -> 817 : 3746
554 -> 683 : 4118
164 -> 654 : 1898
292 -> 593 : 19861
452 -> 2 : 17764
544 -> 295 : 43465
301 -> 264 : 6617
281 -> 461 : 5354
863 -> 842 : 3
587 -> 452 : 1
683 -> 463 : 665
265 -> 458 : 3415
463 -> 179 : 278
463 -> 874 : 232
480 -> 871 : 11686
292 -> 358 : 856
573 -> 561 : 96
654 -> 570 : 229
452 -> 153 : 1980
874 -> 105 : 227
544 -> 576 : 27485
874 -> 168 : 5
576 -> 409 : 3015
452 -> 45 : 111
109 -> 228 : 23908
153 -> 524 : 815
651 -> 944 : 4988
358 -> 594 : 704
930 -> 280 : 5
264 -> 508 : 5219
309 -> 777 : 3252
402 -> 460 : 684
930 -> 588 : 1
313 -> 289 : 1496
651 -> 583 : 13525
45 -> 968 : 44
316 -> 866 : 30877
289 -> 59 : 1012
576 -> 879 : 7671
409 -> 62 : 2840
458 -> 843 : 1818
463 -> 124 : 68
309 -> 440 : 2
505 -> 62 : 550
594 -> 708 : 545
573 -> 596 : 5
358 -> 131 : 65
0 -> 54 : 761
313 -> 179 : 18
59 -> 150 : 213
697 -> 386 : 10795
842 -> 291 : 1
409 -> 94 : 115
11 -> 234 : 64419
2 -> 424 : 14762
150 -> 601 : 209
901 -> 305 : 4387
505 -> 279 : 21
234 -> 903 : 62782
654 -> 991 : 65
817 -> 313 : 809
124 -> 86 : 14
21 -> 310 : 249
2 -> 998 : 2086
903 -> 683 : 12653
168 -> 679 : 2
651 -> 99 : 287
460 -> 551 : 317
45 -> 980 : 14
59 -> 941 : 277
264 -> 515 : 1368
570 -> 119 : 6163
683 -> 757 : 9568
505 -> 699 : 117
281 -> 139 : 642
843 -> 373 : 969
593 -> 853 : 18728
924 -> 627 : 19369
587 -> 787 : 2
871 -> 503 : 4624
305 -> 20 : 1449
551 -> 200 : 185
903 -> 515 : 42627
228 -> 475 : 15610
234 -> 872 : 1009
654 -> 718 : 403
846 -> 831 : 539
59 -> 631 : 25
777 -> 663 : 2675
817 -> 385 : 726
980 -> 454 : 5
94 -> 985 : 102
305 -> 441 : 755
998 -> 377 : 210
452 -> 361 : 837
402 -> 47 : 27
440 -> 374 : 1
654 -> 193 : 432
903 -> 879 : 3778
131 -> 43 : 35
631 -> 136 : 16
377 -> 543 : 112
692 -> 395 : 9100
316 -> 852 : 21322
583 -> 734 : 1931
99 -> 492 : 12
168 -> 218 : 2
402 -> 753 : 2
985 -> 663 : 65
54 -> 465 : 329
843 -> 876 : 304
930 -> 718 : 10
651 -> 222 : 1472
692 -> 341 : 3735
218 -> 911 : 1
373 -> 258 : 868
164 -> 504 : 344
570 -> 375 : 3665
373 -> 921 : 39
139 -> 112 : 45
234 -> 665 : 595
585 -> 936 : 2650
718 -> 426 : 191
374 -> 712 : 1
179 -> 694 : 268
119 -> 959 : 3511
309 -> 9 : 113
43 -> 393 : 35
508 -> 400 : 4119
341 -> 179 : 47
164 -> 952 : 405
361 -> 332 : 543
507 -> 465 : 2150
846 -> 983 : 551
998 -> 99 : 166
341 -> 923 : 530
150 -> 956 : 1
901 -> 9 : 63
332 -> 468 : 401
544 -> 223 : 3698
291 -> 482 : 1
503 -> 912 : 623
903 -> 198 : 1853
885 -> 548 : 10566
923 -> 280 : 327
544 -> 830 : 6666
903 -> 599 : 1095
817 -> 868 : 1495
903 -> 45 : 299
62 -> 925 : 1946
551 -> 477 : 20
885 -> 381 : 24695
817 -> 202 : 151
924 -> 901 : 2540
11 -> 1 : 46928
599 -> 631 : 368
25 -> 634 : 1538
11 -> 757 : 39202
548 -> 517 : 3704
179 -> 470 : 46
59 -> 439 : 248
289 -> 65 : 108
576 -> 63 : 15790
843 -> 466 : 382
543 -> 59 : 76
694 -> 974 : 197
377 -> 924 : 33
289 -> 427 : 319
281 -> 654 : 2540
1 -> 991 : 46559
11 -> 639 : 43
164 -> 394 : 18
868 -> 37 : 1136
124 -> 869 : 42
551 -> 825 : 52
544 -> 471 : 2265
609 -> 881 : 2283
463 -> 105 : 63
868 -> 415 : 148
869 -> 259 : 13
492 -> 729 : 3
697 -> 533 : 833
2 -> 138 : 281
911 -> 752 : 1
697 -> 811 : 844
289 -> 75 : 29
912 -> 465 : 334
885 -> 556 : 13361
952 -> 848 : 6
544 -> 25 : 1733
86 -> 517 : 14
952 -> 945 : 245
515 -> 227 : 38241
734 -> 828 : 438
400 -> 128 : 13631
128 -> 683 : 7195
202 -> 721 : 41
665 -> 798 : 67
515 -> 802 : 5302
