Sender -> Receiver: Amount
0 -> 8411 : 207042
8411 -> 81271 : 200875
8411 -> 85043 : 3839
85043 -> 64703 : 1733
81271 -> 33035 : 155920
33035 -> 79960 : 81482
8411 -> 57417 : 1794
57417 -> 53918 : 1241
33035 -> 15735 : 21112
33035 -> 58997 : 43568
57417 -> 92757 : 85
8411 -> 69829 : 47
53918 -> 80272 : 986
57417 -> 98463 : 194
92757 -> 9160 : 24
9160 -> 735 : 5
8411 -> 45251 : 246
92757 -> 12828 : 39
8411 -> 57606 : 222
80272 -> 5344 : 689
9160 -> 34753 : 13
57417 -> 63763 : 194
45251 -> 49714 : 101
53918 -> 83196 : 234
8411 -> 61055 : 13
9160 -> 48061 : 1
48061 -> 24903 : 1
57417 -> 58036 : 72
45251 -> 10887 : 37
81271 -> 26114 : 32452
5344 -> 14559 : 62
14559 -> 25017 : 8
8411 -> 49686 : 4
85043 -> 11802 : 1163
9160 -> 92448 : 3
26114 -> 47490 : 13686
81271 -> 21590 : 643
45251 -> 33603 : 7
12828 -> 44032 : 11
5344 -> 23464 : 476
11802 -> 39874 : 376
25017 -> 73431 : 3
24903 -> 96430 : 1
0 -> 37668 : 113507
49686 -> 74708 : 3
37668 -> 48092 : 33327
64703 -> 68988 : 326
73431 -> 31583 : 2
83196 -> 17262 : 66
80272 -> 24743 : 28
44032 -> 26277 : 5
24743 -> 61049 : 2
96430 -> 26933 : 1
17262 -> 54691 : 35
79960 -> 97079 : 12106
64703 -> 68510 : 995
44032 -> 66471 : 6
98463 -> 71327 : 158
47490 -> 70842 : 2371
97079 -> 74399 : 3517
49686 -> 33308 : 1
33603 -> 40911 : 5
79960 -> 65195 : 51578
8411 -> 95232 : 2
80272 -> 18011 : 161
74399 -> 97908 : 1410
14559 -> 14639 : 19
26114 -> 10522 : 13423
95232 -> 42380 : 2
26277 -> 67708 : 3
67708 -> 45173 : 2
80272 -> 8623 : 29
65195 -> 73074 : 18413
92757 -> 22822 : 17
48092 -> 85816 : 2245
45173 -> 77265 : 1
92757 -> 31532 : 4
42380 -> 99123 : 1
80272 -> 79755 : 20
63763 -> 93395 : 178
33308 -> 40353 : 1
34753 -> 76040 : 12
97908 -> 62657 : 159
79755 -> 92 : 14
68988 -> 50131 : 312
54691 -> 86422 : 11
14639 -> 95615 : 11
48092 -> 48629 : 10690
48092 -> 20155 : 1334
81271 -> 30570 : 5770
76040 -> 20871 : 4
57606 -> 43323 : 49
54691 -> 48869 : 17
33035 -> 12427 : 2316
54691 -> 51732 : 5
61049 -> 25270 : 2
63763 -> 67761 : 5
86422 -> 94142 : 9
40353 -> 22569 : 1
67708 -> 19388 : 1
24743 -> 85452 : 16
92448 -> 10538 : 1
45173 -> 7201 : 1
20871 -> 56271 : 2
97079 -> 339 : 1480
12828 -> 24941 : 11
74708 -> 30633 : 3
97079 -> 67509 : 5721
99123 -> 11240 : 1
25270 -> 79542 : 2
33035 -> 84408 : 4523
49714 -> 11715 : 46
735 -> 86124 : 4
53918 -> 5304 : 18
24941 -> 47661 : 11
45251 -> 34711 : 72
70842 -> 53363 : 2311
97079 -> 3885 : 660
73431 -> 84112 : 1
26114 -> 63503 : 282
86124 -> 87141 : 2
68510 -> 9940 : 77
40911 -> 41666 : 4
98463 -> 44500 : 32
31583 -> 47917 : 1
30570 -> 62162 : 5464
70842 -> 63972 : 3
47661 -> 7612 : 7
20155 -> 70928 : 805
73074 -> 62342 : 11264
71327 -> 45572 : 152
3885 -> 67934 : 559
31583 -> 89583 : 1
63972 -> 46977 : 3
68988 -> 40115 : 10
25017 -> 20972 : 1
93395 -> 75465 : 130
26933 -> 84217 : 1
84112 -> 32170 : 1
79542 -> 62905 : 1
23464 -> 74888 : 72
33035 -> 3969 : 1522
21590 -> 18747 : 640
95615 -> 16742 : 1
11715 -> 80485 : 23
5344 -> 86735 : 7
86422 -> 96326 : 1
34753 -> 40367 : 1
45251 -> 59154 : 18
95615 -> 75276 : 2
80485 -> 80335 : 1
26277 -> 83258 : 1
33603 -> 62030 : 2
85816 -> 48555 : 2188
68988 -> 30839 : 2
62657 -> 31921 : 121
97079 -> 14861 : 238
23464 -> 2605 : 366
17262 -> 50373 : 1
58036 -> 35101 : 47
17262 -> 82030 : 18
85816 -> 7554 : 25
18747 -> 83272 : 606
92 -> 52436 : 1
83272 -> 43094 : 447
63763 -> 33046 : 8
71327 -> 89675 : 1
62162 -> 95803 : 1950
58997 -> 67894 : 28377
8623 -> 65258 : 9
48092 -> 34514 : 17864
34514 -> 35812 : 16898
31532 -> 25371 : 4
97079 -> 84240 : 75
58997 -> 47758 : 9230
22822 -> 65681 : 13
7554 -> 12207 : 1
58997 -> 2413 : 4496
14861 -> 99048 : 174
19388 -> 44944 : 1
65195 -> 52763 : 3477
64703 -> 60265 : 124
8623 -> 52373 : 11
2413 -> 68598 : 1319
57417 -> 93962 : 7
23464 -> 95782 : 28
39874 -> 85722 : 127
58997 -> 48791 : 1068
62342 -> 3794 : 161
66471 -> 88207 : 2
67761 -> 93078 : 3
339 -> 85265 : 548
16742 -> 72172 : 1
85722 -> 73235 : 25
58036 -> 55194 : 17
93962 -> 87328 : 3
42380 -> 56936 : 1
57606 -> 54088 : 54
21590 -> 26093 : 3
0 -> 7894 : 607898
64703 -> 4953 : 82
79542 -> 4951 : 1
40367 -> 2258 : 1
52436 -> 11089 : 1
63763 -> 10530 : 3
83196 -> 37469 : 16
47661 -> 15800 : 3
17262 -> 54846 : 12
83258 -> 10509 : 1
2605 -> 51819 : 33
85265 -> 74089 : 278
64703 -> 23882 : 73
40115 -> 287 : 9
2258 -> 17565 : 1
17565 -> 63132 : 1
58036 -> 21763 : 6
18011 -> 41350 : 155
12828 -> 13602 : 10
75276 -> 66261 : 2
30839 -> 17255 : 2
22822 -> 62136 : 4
2605 -> 65013 : 68
69829 -> 58722 : 16
2605 -> 12485 : 199
57606 -> 51857 : 111
43323 -> 34696 : 19
98463 -> 57500 : 2
67509 -> 56512 : 5623
93962 -> 7723 : 3
77265 -> 20796 : 1
97908 -> 74914 : 407
44944 -> 12098 : 1
11240 -> 79478 : 1
4951 -> 80815 : 1
57500 -> 47219 : 1
80335 -> 82202 : 1
37469 -> 18684 : 11
92 -> 45995 : 9
74399 -> 70883 : 985
68510 -> 9074 : 727
62905 -> 77500 : 1
14559 -> 47193 : 3
20796 -> 19218 : 1
25371 -> 77766 : 1
79960 -> 34768 : 4356
92 -> 8940 : 4
62030 -> 59094 : 2
24743 -> 40479 : 2
45995 -> 49487 : 7
69829 -> 38196 : 18
23882 -> 38263 : 45
65258 -> 93376 : 5
10530 -> 58372 : 2
31921 -> 69144 : 34
26277 -> 92087 : 1
