Sender -> Receiver: Amount
0 -> 3427 : 900504
0 -> 9744 : 91444
3427 -> 107 : 216393
9744 -> 1075 : 13604
9744 -> 3173 : 8546
107 -> 5243 : 203233
9744 -> 907 : 23657
0 -> 1033 : 5825
3173 -> 9226 : 7563
3173 -> 1246 : 477
1033 -> 7967 : 4342
1075 -> 5325 : 10129
5325 -> 2823 : 4727
7967 -> 1867 : 2168
5243 -> 848 : 167735
5325 -> 1899 : 3602
1899 -> 8459 : 514
1075 -> 6273 : 996
9744 -> 2951 : 13456
3427 -> 1135 : 567675
5243 -> 3220 : 14584
3173 -> 6535 : 340
3173 -> 4822 : 122
1033 -> 1230 : 781
848 -> 5439 : 116554
8459 -> 5031 : 170
3427 -> 208 : 22079
2951 -> 221 : 2755
3220 -> 5227 : 1537
208 -> 3436 : 9321
907 -> 8252 : 21842
5325 -> 902 : 1683
1135 -> 3817 : 87414
1075 -> 4952 : 317
1867 -> 9463 : 210
3173 -> 6090 : 15
9463 -> 9534 : 188
6273 -> 3026 : 346
0 -> 8660 : 2127
6090 -> 113 : 12
1033 -> 9731 : 218
221 -> 9643 : 2249
848 -> 2658 : 49499
5325 -> 1069 : 67
5243 -> 6204 : 6979
4952 -> 8965 : 113
113 -> 1495 : 6
4952 -> 1481 : 204
2951 -> 5840 : 450
7967 -> 4805 : 1145
6204 -> 2207 : 4944
1246 -> 5589 : 258
107 -> 3565 : 6529
1230 -> 1835 : 549
3436 -> 2579 : 2157
4805 -> 7858 : 998
5031 -> 6895 : 116
3220 -> 5992 : 11792
5840 -> 9454 : 367
1075 -> 2262 : 1410
1867 -> 3157 : 1175
107 -> 2718 : 2498
1481 -> 9346 : 110
3026 -> 2172 : 130
2658 -> 585 : 10637
585 -> 9321 : 5625
6090 -> 2295 : 1
9744 -> 3440 : 13516
9534 -> 6245 : 182
9643 -> 993 : 1381
3436 -> 5370 : 2873
208 -> 6115 : 3317
9226 -> 517 : 4403
6895 -> 5854 : 3
3817 -> 3264 : 50794
3220 -> 2322 : 566
3817 -> 5409 : 23000
5227 -> 8554 : 415
6895 -> 1618 : 52
1481 -> 4202 : 76
4202 -> 4313 : 31
2823 -> 6485 : 3870
3436 -> 9937 : 2527
9731 -> 9712 : 71
2322 -> 9025 : 447
2172 -> 2500 : 120
3436 -> 3673 : 1214
1481 -> 2911 : 3
2823 -> 6762 : 191
3220 -> 3039 : 316
2658 -> 1986 : 3956
6273 -> 3102 : 540
4822 -> 6145 : 41
2172 -> 5410 : 6
848 -> 1747 : 1020
907 -> 4937 : 1005
902 -> 9710 : 1120
3157 -> 985 : 406
208 -> 4108 : 8033
7967 -> 1342 : 313
1075 -> 7337 : 539
5031 -> 636 : 2
5992 -> 8303 : 9379
2207 -> 2792 : 2913
7337 -> 810 : 152
3039 -> 260 : 274
2262 -> 5556 : 213
810 -> 7624 : 123
1135 -> 6530 : 341312
4822 -> 8465 : 64
585 -> 102 : 1660
3264 -> 7071 : 48712
7337 -> 9251 : 229
2792 -> 7978 : 680
1986 -> 1319 : 3686
6762 -> 3377 : 10
8303 -> 137 : 3252
7624 -> 7474 : 97
3436 -> 821 : 522
6895 -> 945 : 7
2579 -> 4989 : 1519
8554 -> 948 : 69
993 -> 8477 : 513
9534 -> 6567 : 4
9463 -> 5545 : 6
5409 -> 2478 : 15188
1495 -> 2745 : 4
5031 -> 2128 : 5
3440 -> 4210 : 11886
3817 -> 2269 : 8704
3157 -> 4733 : 729
9463 -> 8724 : 5
585 -> 4587 : 1681
6204 -> 4603 : 1102
1835 -> 8014 : 326
2269 -> 1161 : 5022
6115 -> 1517 : 965
1835 -> 172 : 89
1033 -> 1866 : 168
7967 -> 569 : 465
1342 -> 9273 : 232
6567 -> 518 : 4
107 -> 6635 : 2007
6895 -> 3040 : 20
3440 -> 4103 : 666
1135 -> 6996 : 115530
2911 -> 8070 : 3
172 -> 1592 : 35
6090 -> 6658 : 1
8477 -> 6419 : 343
3377 -> 5528 : 7
3173 -> 4115 : 24
9731 -> 8501 : 103
3039 -> 3146 : 5
2269 -> 2465 : 1214
3440 -> 9639 : 615
8965 -> 3563 : 103
1835 -> 1720 : 133
1618 -> 99 : 4
1342 -> 7012 : 78
1835 -> 1781 : 1
2322 -> 3608 : 105
9321 -> 607 : 1505
3040 -> 5140 : 11
5854 -> 888 : 1
1230 -> 1402 : 87
99 -> 1693 : 1
3817 -> 450 : 954
1481 -> 9163 : 10
9454 -> 6222 : 159
9226 -> 9017 : 985
2478 -> 7465 : 8596
1899 -> 8581 : 135
3565 -> 3041 : 1912
3102 -> 3393 : 98
9731 -> 5807 : 6
6658 -> 7287 : 1
2718 -> 1044 : 1039
6530 -> 5683 : 61898
9454 -> 1440 : 144
8252 -> 7312 : 14553
9712 -> 2504 : 57
1440 -> 4929 : 52
985 -> 6600 : 243
7978 -> 3637 : 170
9463 -> 3604 : 2
1867 -> 3691 : 84
