Sender -> Receiver: Amount
0 -> 529 : 745250
0 -> 256 : 8563
0 -> 827 : 82097
256 -> 261 : 7762
827 -> 663 : 24759
827 -> 154 : 37546
256 -> 994 : 353
529 -> 750 : 343928
750 -> 974 : 258876
827 -> 750 : 13362
529 -> 208 : 281177
154 -> 901 : 12321
994 -> 661 : 39
827 -> 124 : 5513
529 -> 728 : 72472
529 -> 84 : 24558
728 -> 501 : 60043
827 -> 560 : 355
84 -> 266 : 15522
728 -> 294 : 8388
560 -> 581 : 118
0 -> 482 : 60680
266 -> 495 : 9928
208 -> 583 : 189761
256 -> 821 : 419
728 -> 216 : 2964
0 -> 643 : 47941
560 -> 78 : 105
261 -> 295 : 4044
294 -> 187 : 4589
266 -> 533 : 1034
901 -> 484 : 1202
661 -> 616 : 36
78 -> 804 : 13
533 -> 829 : 865
84 -> 399 : 7797
616 -> 626 : 19
750 -> 395 : 83208
187 -> 94 : 1559
495 -> 782 : 9692
821 -> 983 : 135
482 -> 347 : 4828
901 -> 439 : 3237
821 -> 898 : 233
663 -> 450 : 19461
827 -> 750 : 308
616 -> 984 : 5
583 -> 297 : 34661
256 -> 954 : 16
94 -> 431 : 283
954 -> 315 : 7
533 -> 88 : 10
974 -> 665 : 7871
216 -> 960 : 2695
124 -> 432 : 2985
821 -> 495 : 45
643 -> 455 : 16646
983 -> 742 : 11
295 -> 874 : 667
0 -> 360 : 41315
360 -> 192 : 23186
994 -> 504 : 166
901 -> 361 : 6120
216 -> 762 : 16
643 -> 770 : 25405
395 -> 810 : 68759
810 -> 39 : 56978
501 -> 386 : 7652
399 -> 945 : 7394
665 -> 752 : 194
154 -> 139 : 15582
533 -> 221 : 125
898 -> 741 : 170
124 -> 475 : 1263
616 -> 961 : 8
297 -> 544 : 28163
0 -> 504 : 4355
742 -> 91 : 1
752 -> 491 : 113
616 -> 237 : 1
804 -> 535 : 13
529 -> 162 : 6957
983 -> 884 : 59
361 -> 311 : 5088
91 -> 19 : 1
954 -> 136 : 4
984 -> 748 : 3
124 -> 437 : 1070
535 -> 693 : 9
482 -> 399 : 13547
762 -> 88 : 9
748 -> 771 : 1
750 -> 738 : 15153
187 -> 317 : 1685
450 -> 608 : 17544
663 -> 640 : 1780
954 -> 18 : 3
482 -> 73 : 30025
19 -> 112 : 1
297 -> 584 : 1033
