Sender -> Receiver: Amount
0 -> 50 : 362181
0 -> 44 : 510471
50 -> 35 : 70492
50 -> 77 : 214042
77 -> 96 : 14260
35 -> 13 : 41719
96 -> 63 : 2522
44 -> 33 : 467153
96 -> 66 : 9408
35 -> 73 : 27452
73 -> 14 : 7904
35 -> 40 : 354
66 -> 7 : 4276
33 -> 34 : 63570
35 -> 6 : 132
73 -> 20 : 5850
13 -> 90 : 2766
63 -> 12 : 966
12 -> 24 : 353
96 -> 38 : 1774
35 -> 59 : 750
90 -> 83 : 1835
90 -> 14 : 36
6 -> 44 : 44
0 -> 83 : 112812
66 -> 15 : 283
66 -> 21 : 3863
40 -> 9 : 27
13 -> 77 : 110
24 -> 58 : 184
50 -> 54 : 57541
12 -> 68 : 445
59 -> 90 : 216
12 -> 40 : 76
73 -> 4 : 6058
33 -> 88 : 103915
90 -> 11 : 667
21 -> 47 : 1761
90 -> 33 : 139
44 -> 99 : 998
50 -> 32 : 14247
9 -> 69 : 2
24 -> 8 : 129
11 -> 57 : 246
47 -> 28 : 1272
34 -> 76 : 28961
28 -> 82 : 805
44 -> 24 : 9825
96 -> 10 : 501
73 -> 27 : 4501
88 -> 62 : 93245
11 -> 3 : 39
63 -> 19 : 641
34 -> 26 : 31115
59 -> 40 : 345
9 -> 46 : 17
35 -> 76 : 59
99 -> 18 : 863
46 -> 66 : 10
77 -> 79 : 138053
47 -> 19 : 121
63 -> 26 : 627
21 -> 66 : 1729
32 -> 89 : 3711
54 -> 34 : 2630
6 -> 88 : 7
59 -> 88 : 37
54 -> 29 : 33994
76 -> 84 : 13597
69 -> 54 : 2
15 -> 53 : 50
14 -> 43 : 3550
20 -> 68 : 1132
53 -> 40 : 1
6 -> 76 : 40
15 -> 35 : 226
79 -> 60 : 57527
43 -> 40 : 3526
82 -> 26 : 527
38 -> 33 : 996
9 -> 11 : 1
35 -> 36 : 115
29 -> 70 : 30623
77 -> 89 : 54961
24 -> 85 : 59
85 -> 88 : 25
53 -> 77 : 38
13 -> 44 : 5532
43 -> 66 : 16
62 -> 71 : 47048
85 -> 75 : 15
76 -> 42 : 6690
26 -> 58 : 16186
15 -> 63 : 1
6 -> 23 : 38
43 -> 59 : 4
3 -> 91 : 19
66 -> 90 : 2058
23 -> 53 : 31
91 -> 34 : 12
23 -> 44 : 5
35 -> 94 : 53
10 -> 39 : 391
88 -> 37 : 7266
23 -> 27 : 2
59 -> 9 : 31
83 -> 87 : 64751
10 -> 29 : 34
29 -> 39 : 2140
8 -> 61 : 49
94 -> 50 : 24
87 -> 44 : 34568
34 -> 91 : 5219
73 -> 96 : 2744
9 -> 76 : 7
57 -> 83 : 41
24 -> 25 : 9249
19 -> 3 : 274
14 -> 77 : 1980
35 -> 41 : 54
28 -> 37 : 161
28 -> 31 : 218
14 -> 9 : 245
14 -> 76 : 251
75 -> 94 : 8
18 -> 7 : 846
44 -> 22 : 25911
31 -> 95 : 77
68 -> 55 : 902
47 -> 40 : 179
12 -> 65 : 84
58 -> 88 : 6390
25 -> 93 : 6786
77 -> 5 : 6045
88 -> 0 : 1881
13 -> 90 : 1810
25 -> 64 : 1803
14 -> 19 : 1207
91 -> 21 : 2972
29 -> 87 : 46
82 -> 97 : 268
24 -> 2 : 126
94 -> 74 : 20
21 -> 2 : 2675
79 -> 51 : 47980
68 -> 26 : 367
8 -> 54 : 50
24 -> 14 : 186
35 -> 77 : 14
51 -> 40 : 12562
58 -> 81 : 6661
14 -> 18 : 760
36 -> 73 : 17
9 -> 10 : 131
63 -> 87 : 197
63 -> 97 : 5
62 -> 21 : 38420
31 -> 2 : 46
29 -> 74 : 73
77 -> 18 : 1385
43 -> 18 : 3
83 -> 41 : 9423
24 -> 37 : 202
11 -> 67 : 305
7 -> 76 : 1550
89 -> 79 : 27306
75 -> 90 : 2
79 -> 89 : 33688
0 -> 37 : 12490
70 -> 18 : 2783
70 -> 56 : 3942
81 -> 11 : 470
44 -> 67 : 36999
3 -> 19 : 14
62 -> 40 : 3061
25 -> 22 : 609
15 -> 62 : 6
28 -> 6 : 50
83 -> 41 : 19089
88 -> 18 : 789
85 -> 96 : 10
25 -> 6 : 7
63 -> 76 : 84
89 -> 48 : 44627
85 -> 17 : 5
68 -> 63 : 136
10 -> 93 : 8
13 -> 50 : 1766
97 -> 83 : 200
61 -> 33 : 48
31 -> 50 : 3
62 -> 11 : 2366
31 -> 49 : 25
76 -> 33 : 4171
96 -> 7 : 409
53 -> 0 : 32
36 -> 66 : 68
90 -> 68 : 1679
18 -> 48 : 677
51 -> 2 : 6131
41 -> 52 : 21761
66 -> 78 : 144
48 -> 91 : 29862
10 -> 86 : 191
32 -> 33 : 5045
33 -> 19 : 239570
33 -> 13 : 42375
5 -> 84 : 5817
57 -> 98 : 109
55 -> 70 : 468
26 -> 2 : 9563
91 -> 99 : 10256
29 -> 99 : 120
86 -> 57 : 101
95 -> 31 : 73
61 -> 82 : 1
35 -> 76 : 10
3 -> 27 : 129
95 -> 69 : 1
4 -> 18 : 4063
89 -> 33 : 11825
52 -> 2 : 13885
93 -> 14 : 5433
99 -> 72 : 7504
37 -> 16 : 19156
6 -> 57 : 15
44 -> 61 : 7104
98 -> 38 : 50
43 -> 81 : 1
32 -> 37 : 3248
81 -> 43 : 2786
57 -> 18 : 34
6 -> 50 : 1
21 -> 39 : 37492
36 -> 59 : 16
71 -> 36 : 45984
78 -> 3 : 20
94 -> 43 : 10
48 -> 95 : 13618
73 -> 70 : 301
87 -> 46 : 19814
71 -> 22 : 584
11 -> 10 : 2647
69 -> 47 : 1
96 -> 49 : 2202
89 -> 83 : 1281
38 -> 37 : 575
61 -> 93 : 4225
28 -> 55 : 22
41 -> 76 : 1367
6 -> 80 : 7
81 -> 2 : 1696
59 -> 27 : 37
96 -> 71 : 69
7 -> 25 : 358
52 -> 81 : 1966
76 -> 62 : 913
16 -> 85 : 11998
68 -> 30 : 1311
62 -> 93 : 433
53 -> 91 : 1
0 -> 98 : 2643
40 -> 71 : 10635
14 -> 59 : 203
7 -> 4 : 350
88 -> 59 : 2889
14 -> 92 : 249
92 -> 61 : 62
73 -> 46 : 43
89 -> 22 : 5055
