Sender -> Receiver: Amount
0 -> 64374 : 929720
64374 -> 58308 : 120636
64374 -> 3016 : 680434
0 -> 54641 : 5408
58308 -> 7891 : 119766
3016 -> 38849 : 678739
54641 -> 62754 : 4689
64374 -> 64447 : 70572
3016 -> 84400 : 224
3016 -> 64242 : 1282
64447 -> 16293 : 21763
7891 -> 21638 : 115436
16293 -> 76338 : 17759
62754 -> 53062 : 2315
21638 -> 98556 : 87850
64242 -> 69272 : 330
98556 -> 43057 : 76770
98556 -> 49493 : 4822
7891 -> 3454 : 816
16293 -> 41063 : 3862
16293 -> 3826 : 95
7891 -> 57820 : 2559
3826 -> 83571 : 3
64447 -> 26984 : 23204
7891 -> 14637 : 933
41063 -> 81980 : 810
69272 -> 94456 : 61
38849 -> 33167 : 492606
33167 -> 2224 : 481309
64242 -> 30319 : 648
53062 -> 14612 : 756
98556 -> 60298 : 4322
0 -> 47061 : 45822
14637 -> 20712 : 406
43057 -> 28714 : 24745
28714 -> 77534 : 13852
3826 -> 97950 : 45
43057 -> 86924 : 16906
94456 -> 91604 : 42
81980 -> 50126 : 778
77534 -> 39584 : 2458
76338 -> 17456 : 16733
57820 -> 62206 : 507
7891 -> 69159 : 2
30319 -> 67565 : 168
7891 -> 43284 : 8
76338 -> 91805 : 597
81980 -> 35691 : 26
97950 -> 23381 : 37
3826 -> 38481 : 42
53062 -> 62827 : 1348
53062 -> 49952 : 79
47061 -> 86537 : 42465
91805 -> 69669 : 413
62827 -> 69485 : 371
43057 -> 48832 : 14442
3016 -> 38366 : 124
60298 -> 6253 : 1460
16293 -> 52585 : 41
43284 -> 88025 : 4
69669 -> 60979 : 351
69159 -> 94429 : 2
62754 -> 61704 : 1669
94429 -> 76957 : 1
81980 -> 56229 : 4
60298 -> 65577 : 2669
60979 -> 38163 : 335
64447 -> 31256 : 22971
30319 -> 57842 : 109
77534 -> 66128 : 6704
97950 -> 40247 : 6
76338 -> 64821 : 396
66128 -> 5326 : 1320
43057 -> 77691 : 20422
38366 -> 95753 : 39
97950 -> 64494 : 2
53062 -> 60043 : 114
94456 -> 32385 : 7
60043 -> 85176 : 83
53062 -> 39448 : 14
86537 -> 18447 : 28490
41063 -> 73424 : 1436
2224 -> 97975 : 296322
88025 -> 74112 : 4
35691 -> 5661 : 6
95753 -> 75182 : 38
83571 -> 75488 : 3
69669 -> 37579 : 22
64494 -> 4703 : 2
17456 -> 84794 : 10906
5661 -> 72466 : 5
69669 -> 88807 : 20
38163 -> 39495 : 77
57820 -> 74495 : 934
64447 -> 41455 : 2082
43284 -> 93801 : 3
17456 -> 60921 : 5354
75488 -> 63382 : 1
62754 -> 37586 : 294
86537 -> 64435 : 8117
64821 -> 77020 : 98
