Sender -> Receiver: Amount
0 -> 45 : 272981
45 -> 72 : 86426
72 -> 38 : 51338
38 -> 45 : 31853
38 -> 29 : 15826
29 -> 34 : 8716
72 -> 9 : 33990
0 -> 11 : 601796
72 -> 85 : 134
0 -> 65 : 58755
9 -> 99 : 2435
38 -> 29 : 1820
65 -> 78 : 50209
29 -> 2 : 6544
72 -> 26 : 688
65 -> 7 : 6846
34 -> 66 : 1699
66 -> 60 : 19
78 -> 48 : 22943
78 -> 22 : 9342
26 -> 20 : 625
38 -> 91 : 892
72 -> 75 : 122
45 -> 87 : 81237
26 -> 8 : 9
85 -> 78 : 85
85 -> 80 : 42
99 -> 33 : 389
80 -> 74 : 4
60 -> 71 : 6
75 -> 39 : 45
22 -> 98 : 8872
80 -> 0 : 5
99 -> 92 : 1483
65 -> 17 : 243
8 -> 30 : 2
0 -> 78 : 62105
71 -> 59 : 5
66 -> 77 : 1058
78 -> 44 : 78006
98 -> 58 : 5584
65 -> 92 : 1238
39 -> 93 : 14
91 -> 15 : 369
78 -> 24 : 1920
48 -> 3 : 133
3 -> 7 : 26
66 -> 75 : 380
99 -> 82 : 475
99 -> 36 : 87
38 -> 63 : 65
72 -> 36 : 110
33 -> 10 : 273
26 -> 3 : 28
82 -> 5 : 209
24 -> 31 : 134
10 -> 20 : 158
38 -> 90 : 679
36 -> 1 : 98
93 -> 44 : 12
98 -> 21 : 2310
1 -> 73 : 86
59 -> 4 : 1
2 -> 33 : 3420
85 -> 29 : 3
5 -> 39 : 178
30 -> 17 : 1
60 -> 45 : 8
22 -> 42 : 168
72 -> 52 : 43
75 -> 47 : 425
7 -> 12 : 5211
12 -> 35 : 3087
63 -> 22 : 27
35 -> 65 : 2257
82 -> 78 : 258
2 -> 68 : 486
5 -> 89 : 16
47 -> 14 : 214
22 -> 32 : 107
24 -> 41 : 1037
71 -> 80 : 1
73 -> 94 : 27
94 -> 55 : 10
41 -> 82 : 375
3 -> 19 : 5
14 -> 8 : 201
34 -> 43 : 1457
31 -> 55 : 49
41 -> 88 : 346
1 -> 12 : 7
38 -> 25 : 131
5 -> 1 : 10
12 -> 96 : 1987
14 -> 6 : 10
90 -> 27 : 163
10 -> 54 : 56
41 -> 47 : 132
4 -> 14 : 1
2 -> 55 : 1524
