Sender -> Receiver: Amount
0 -> 39 : 728861
39 -> 59 : 110095
39 -> 69 : 554819
39 -> 95 : 45621
95 -> 98 : 167
59 -> 5 : 43071
59 -> 57 : 53071
98 -> 48 : 70
69 -> 24 : 91917
57 -> 87 : 50081
0 -> 54 : 48520
5 -> 73 : 43017
69 -> 54 : 134485
95 -> 87 : 39674
87 -> 81 : 69115
48 -> 29 : 10
29 -> 61 : 6
57 -> 34 : 24
0 -> 58 : 68704
81 -> 93 : 22892
29 -> 13 : 1
29 -> 14 : 1
13 -> 49 : 1
69 -> 85 : 148360
87 -> 46 : 5993
39 -> 65 : 7516
39 -> 88 : 505
93 -> 57 : 4390
5 -> 47 : 50
69 -> 51 : 145856
29 -> 74 : 1
58 -> 22 : 29757
87 -> 73 : 7424
73 -> 38 : 18774
22 -> 68 : 25735
48 -> 40 : 54
29 -> 3 : 1
68 -> 6 : 6346
46 -> 2 : 947
3 -> 43 : 1
59 -> 45 : 6310
98 -> 22 : 20
51 -> 0 : 113544
74 -> 42 : 1
87 -> 84 : 168
40 -> 10 : 8
42 -> 22 : 1
87 -> 45 : 1870
93 -> 62 : 13725
88 -> 33 : 87
84 -> 80 : 166
69 -> 61 : 23956
80 -> 76 : 30
24 -> 49 : 56023
87 -> 13 : 5088
69 -> 98 : 3647
81 -> 44 : 17369
58 -> 66 : 21715
58 -> 21 : 9640
40 -> 19 : 27
47 -> 48 : 46
84 -> 44 : 2
95 -> 23 : 5366
44 -> 10 : 9201
68 -> 78 : 2435
40 -> 45 : 7
45 -> 73 : 2725
34 -> 32 : 9
33 -> 58 : 84
45 -> 96 : 745
46 -> 88 : 941
48 -> 7 : 52
13 -> 87 : 1028
69 -> 35 : 6469
45 -> 25 : 2569
68 -> 94 : 11286
45 -> 99 : 630
14 -> 67 : 1
0 -> 85 : 9295
67 -> 78 : 1
69 -> 38 : 7
43 -> 70 : 1
66 -> 29 : 15561
85 -> 37 : 55424
19 -> 45 : 25
29 -> 42 : 11291
40 -> 45 : 10
87 -> 29 : 617
0 -> 32 : 85560
45 -> 8 : 1043
69 -> 7 : 119
58 -> 10 : 2824
62 -> 71 : 9937
62 -> 49 : 2628
35 -> 98 : 2437
61 -> 25 : 5964
49 -> 75 : 53340
46 -> 18 : 2503
19 -> 72 : 1
6 -> 48 : 2477
