Sender -> Receiver: Amount
0 -> 35 : 27469
0 -> 13 : 953725
13 -> 39 : 66031
13 -> 30 : 211722
35 -> 23 : 19295
30 -> 85 : 16287
39 -> 30 : 29760
23 -> 11 : 7971
13 -> 26 : 193478
13 -> 51 : 132914
51 -> 49 : 35459
35 -> 70 : 5347
51 -> 93 : 17535
70 -> 67 : 1696
35 -> 97 : 580
0 -> 11 : 14309
39 -> 56 : 32181
11 -> 18 : 10785
0 -> 51 : 590
18 -> 27 : 2198
27 -> 21 : 1681
56 -> 74 : 2049
0 -> 24 : 1465
27 -> 16 : 506
67 -> 84 : 699
70 -> 12 : 12
49 -> 40 : 29735
56 -> 11 : 14266
27 -> 25 : 4
25 -> 22 : 3
25 -> 23 : 1
67 -> 36 : 83
26 -> 46 : 165806
27 -> 76 : 5
56 -> 50 : 9204
67 -> 48 : 606
70 -> 18 : 3047
70 -> 40 : 474
30 -> 71 : 183624
16 -> 69 : 224
49 -> 79 : 354
12 -> 11 : 7
48 -> 39 : 539
12 -> 92 : 4
48 -> 35 : 38
85 -> 44 : 12202
44 -> 73 : 1700
24 -> 34 : 78
34 -> 63 : 10
39 -> 16 : 3790
16 -> 97 : 3082
74 -> 16 : 257
40 -> 14 : 24253
21 -> 99 : 1240
21 -> 18 : 118
92 -> 50 : 2
69 -> 12 : 172
40 -> 71 : 2292
40 -> 79 : 1500
35 -> 29 : 312
73 -> 37 : 460
69 -> 36 : 8
30 -> 71 : 5733
48 -> 84 : 16
70 -> 29 : 38
99 -> 42 : 1228
24 -> 0 : 716
40 -> 20 : 879
93 -> 17 : 7986
36 -> 79 : 28
24 -> 33 : 432
69 -> 15 : 9
85 -> 64 : 3925
34 -> 45 : 36
22 -> 47 : 1
63 -> 5 : 10
36 -> 18 : 13
33 -> 42 : 140
14 -> 88 : 7153
92 -> 21 : 1
99 -> 17 : 5
23 -> 48 : 4444
39 -> 93 : 89
37 -> 15 : 273
14 -> 79 : 16899
15 -> 84 : 275
24 -> 0 : 59
93 -> 99 : 7143
18 -> 92 : 6436
99 -> 9 : 2576
30 -> 50 : 17784
13 -> 76 : 172918
5 -> 69 : 9
70 -> 98 : 44
74 -> 11 : 1378
23 -> 45 : 4406
47 -> 93 : 1
29 -> 80 : 146
51 -> 56 : 7156
23 -> 82 : 746
0 -> 70 : 368
21 -> 16 : 138
12 -> 61 : 18
56 -> 40 : 7386
16 -> 53 : 1140
27 -> 7 : 1
82 -> 56 : 307
69 -> 67 : 43
79 -> 46 : 8353
99 -> 83 : 1250
27 -> 67 : 1
53 -> 21 : 91
13 -> 63 : 85127
49 -> 67 : 1066
93 -> 2 : 839
49 -> 23 : 1382
34 -> 1 : 16
73 -> 39 : 235
26 -> 32 : 8265
22 -> 33 : 2
42 -> 4 : 1205
88 -> 78 : 2807
78 -> 38 : 920
98 -> 45 : 36
0 -> 7 : 178
99 -> 98 : 1725
67 -> 5 : 176
64 -> 45 : 3793
34 -> 69 : 3
30 -> 56 : 10738
14 -> 36 : 128
9 -> 4 : 352
32 -> 2 : 3454
93 -> 92 : 1375
64 -> 17 : 99
82 -> 69 : 105
26 -> 5 : 9485
0 -> 89 : 2357
15 -> 79 : 2
42 -> 55 : 132
14 -> 11 : 6
5 -> 24 : 8136
85 -> 19 : 7
64 -> 88 : 10
14 -> 53 : 12
18 -> 59 : 3017
50 -> 12 : 5365
11 -> 40 : 15013
38 -> 68 : 197
32 -> 5 : 3858
15 -> 45 : 2
4 -> 45 : 510
51 -> 62 : 63171
34 -> 64 : 6
7 -> 41 : 24
21 -> 96 : 111
76 -> 84 : 27664
34 -> 95 : 1
71 -> 16 : 7588
67 -> 18 : 1194
36 -> 2 : 54
38 -> 23 : 644
64 -> 16 : 18
70 -> 20 : 69
7 -> 67 : 57
40 -> 69 : 2652
29 -> 9 : 50
21 -> 26 : 48
69 -> 75 : 1543
9 -> 36 : 1505
12 -> 17 : 2403
64 -> 57 : 2
12 -> 31 : 795
71 -> 46 : 394
18 -> 54 : 2141
92 -> 33 : 506
50 -> 5 : 19847
73 -> 78 : 852
63 -> 12 : 73139
73 -> 25 : 86
99 -> 16 : 990
31 -> 88 : 515
59 -> 81 : 1426
31 -> 87 : 159
76 -> 2 : 49382
21 -> 68 : 83
24 -> 33 : 3337
51 -> 56 : 2586
18 -> 89 : 735
69 -> 17 : 1102
69 -> 36 : 92
41 -> 45 : 1
54 -> 12 : 166
51 -> 23 : 2521
99 -> 62 : 376
5 -> 94 : 17049
26 -> 57 : 9695
13 -> 41 : 83611
40 -> 32 : 1868
44 -> 53 : 1535
62 -> 7 : 22670
71 -> 99 : 164000
53 -> 99 : 1958
93 -> 35 : 141
23 -> 36 : 1184
15 -> 41 : 3
19 -> 25 : 2
13 -> 82 : 5954
73 -> 28 : 11
42 -> 28 : 2
54 -> 0 : 1672
1 -> 87 : 10
38 -> 95 : 79
12 -> 93 : 37410
33 -> 9 : 1952
50 -> 40 : 841
16 -> 81 : 2425
17 -> 97 : 8011
57 -> 8 : 714
31 -> 81 : 40
53 -> 34 : 587
92 -> 18 : 4033
40 -> 87 : 431
35 -> 7 : 1049
79 -> 12 : 7183
55 -> 8 : 38
88 -> 15 : 2053
20 -> 48 : 516
64 -> 59 : 9
78 -> 8 : 1920
59 -> 36 : 1170
94 -> 44 : 12785
73 -> 67 : 48
30 -> 16 : 1687
89 -> 73 : 1542
88 -> 77 : 2055
5 -> 11 : 4617
26 -> 85 : 181
71 -> 58 : 3220
67 -> 54 : 107
9 -> 76 : 1355
82 -> 38 : 6104
18 -> 30 : 3958
76 -> 10 : 45066
34 -> 25 : 285
4 -> 25 : 628
89 -> 99 : 560
96 -> 34 : 24
70 -> 82 : 55
36 -> 7 : 455
14 -> 69 : 22
98 -> 19 : 1387
99 -> 10 : 18817
62 -> 34 : 4796
28 -> 23 : 7
94 -> 6 : 53
51 -> 18 : 898
41 -> 97 : 48379
82 -> 7 : 66
21 -> 97 : 2
10 -> 17 : 16869
40 -> 67 : 10131
48 -> 23 : 2694
21 -> 11 : 22
46 -> 11 : 146617
49 -> 63 : 876
23 -> 64 : 6250
16 -> 95 : 2813
93 -> 35 : 17898
96 -> 88 : 53
85 -> 39 : 32
44 -> 21 : 5318
78 -> 46 : 794
12 -> 25 : 1017
87 -> 96 : 405
40 -> 6 : 7444
84 -> 0 : 12297
55 -> 41 : 78
31 -> 64 : 9
37 -> 26 : 150
1 -> 18 : 6
30 -> 58 : 5861
59 -> 0 : 292
30 -> 12 : 3463
81 -> 84 : 2273
29 -> 0 : 73
45 -> 60 : 8193
63 -> 83 : 2688
24 -> 54 : 1002
79 -> 41 : 2745
18 -> 73 : 1238
10 -> 80 : 20609
34 -> 19 : 3816
53 -> 1 : 1
41 -> 95 : 20426
93 -> 59 : 1590
64 -> 16 : 4656
7 -> 81 : 24102
0 -> 48 : 9107
32 -> 72 : 2624
48 -> 79 : 1042
6 -> 52 : 467
29 -> 97 : 55
57 -> 8 : 349
4 -> 24 : 72
44 -> 23 : 3827
79 -> 57 : 800
73 -> 35 : 2522
94 -> 79 : 551
23 -> 32 : 762
79 -> 19 : 708
19 -> 69 : 3652
31 -> 54 : 67
35 -> 19 : 7026
42 -> 70 : 9
44 -> 36 : 2480
6 -> 62 : 2496
60 -> 9 : 4750
35 -> 50 : 9896
8 -> 69 : 1712
41 -> 58 : 14469
87 -> 27 : 123
79 -> 57 : 423
23 -> 77 : 985
32 -> 3 : 437
11 -> 53 : 74415
48 -> 33 : 5097
61 -> 42 : 15
95 -> 56 : 16150
73 -> 6 : 161
32 -> 57 : 284
70 -> 57 : 72
94 -> 38 : 1245
83 -> 95 : 3384
94 -> 69 : 2233
28 -> 97 : 4
29 -> 94 : 5
82 -> 73 : 132
54 -> 4 : 40
29 -> 72 : 3
33 -> 44 : 4571
69 -> 47 : 79
34 -> 16 : 238
46 -> 49 : 14482
37 -> 56 : 4
20 -> 19 : 325
20 -> 46 : 24
35 -> 9 : 1992
70 -> 41 : 197
9 -> 78 : 1623
42 -> 88 : 34
2 -> 63 : 14456
84 -> 49 : 1712
53 -> 81 : 61903
64 -> 51 : 584
15 -> 41 : 1313
3 -> 94 : 233
64 -> 89 : 249
82 -> 22 : 20
0 -> 22 : 4415
12 -> 16 : 1205
68 -> 30 : 95
77 -> 69 : 2547
23 -> 26 : 1796
12 -> 17 : 21286
15 -> 61 : 543
45 -> 78 : 271
69 -> 45 : 6455
11 -> 9 : 6601
79 -> 3 : 124
30 -> 96 : 238
77 -> 7 : 304
71 -> 37 : 4950
95 -> 84 : 4916
83 -> 73 : 77
23 -> 29 : 711
2 -> 50 : 3878
22 -> 97 : 1858
35 -> 72 : 1774
48 -> 94 : 4116
85 -> 78 : 168
51 -> 62 : 3399
60 -> 7 : 1100
16 -> 31 : 2416
80 -> 9 : 19269
3 -> 46 : 300
39 -> 62 : 370
17 -> 94 : 25594
99 -> 41 : 122676
14 -> 81 : 4
82 -> 92 : 9
84 -> 44 : 8960
18 -> 56 : 320
0 -> 33 : 206
72 -> 36 : 3154
46 -> 67 : 1508
5 -> 79 : 3093
98 -> 21 : 50
30 -> 19 : 105
79 -> 2 : 1080
73 -> 31 : 37
38 -> 47 : 6783
28 -> 22 : 2
9 -> 90 : 3151
81 -> 67 : 32768
92 -> 74 : 1442
75 -> 76 : 1525
58 -> 17 : 13921
69 -> 0 : 2441
47 -> 48 : 312
22 -> 98 : 580
23 -> 31 : 910
48 -> 86 : 213
82 -> 96 : 10
41 -> 89 : 2350
42 -> 22 : 1
37 -> 4 : 3043
15 -> 95 : 149
52 -> 38 : 131
67 -> 27 : 27895
87 -> 33 : 55
93 -> 13 : 3260
17 -> 58 : 9677
71 -> 42 : 1659
64 -> 21 : 336
63 -> 3 : 4289
54 -> 39 : 409
17 -> 1 : 4155
69 -> 60 : 187
77 -> 7 : 140
58 -> 99 : 18843
30 -> 23 : 13
11 -> 86 : 50701
35 -> 6 : 605
2 -> 22 : 24711
51 -> 79 : 1112
72 -> 10 : 459
53 -> 58 : 9293
15 -> 82 : 11
44 -> 72 : 13219
93 -> 11 : 3209
56 -> 3 : 5138
1 -> 96 : 3822
7 -> 65 : 314
13 -> 95 : 2104
58 -> 15 : 9148
93 -> 47 : 9745
32 -> 4 : 119
85 -> 68 : 60
89 -> 22 : 48
76 -> 66 : 16040
59 -> 63 : 35
90 -> 36 : 1142
30 -> 62 : 1
98 -> 8 : 797
34 -> 3 : 344
19 -> 12 : 7146
1 -> 70 : 40
65 -> 52 : 291
76 -> 34 : 21129
49 -> 61 : 15733
44 -> 74 : 6728
52 -> 16 : 277
71 -> 46 : 6358
38 -> 1 : 576
21 -> 0 : 752
54 -> 87 : 737
11 -> 26 : 10852
71 -> 80 : 634
24 -> 72 : 1155
96 -> 15 : 1713
49 -> 7 : 772
16 -> 87 : 4320
41 -> 61 : 44550
62 -> 99 : 5424
63 -> 72 : 12969
10 -> 5 : 4977
18 -> 31 : 9
10 -> 21 : 7370
11 -> 51 : 5191
9 -> 71 : 1895
47 -> 33 : 12675
85 -> 28 : 11
8 -> 14 : 1164
95 -> 59 : 2925
22 -> 6 : 10438
64 -> 2 : 424
72 -> 57 : 21381
7 -> 92 : 1315
21 -> 4 : 7392
79 -> 29 : 1433
78 -> 64 : 401
56 -> 72 : 11729
22 -> 98 : 10442
66 -> 90 : 12016
44 -> 28 : 2201
7 -> 22 : 31
87 -> 58 : 3671
29 -> 25 : 346
14 -> 47 : 504
93 -> 87 : 514
13 -> 99 : 1343
67 -> 31 : 13866
16 -> 44 : 1440
69 -> 96 : 535
46 -> 24 : 13597
97 -> 29 : 13396
23 -> 92 : 26
76 -> 91 : 4610
18 -> 3 : 32
95 -> 65 : 4799
11 -> 15 : 11084
90 -> 83 : 11821
90 -> 89 : 1401
73 -> 87 : 238
77 -> 78 : 11
58 -> 15 : 24
4 -> 26 : 1297
41 -> 52 : 36291
15 -> 55 : 19048
27 -> 96 : 20927
99 -> 52 : 37593
78 -> 17 : 467
2 -> 58 : 5626
50 -> 84 : 10804
24 -> 58 : 10852
17 -> 81 : 16266
10 -> 34 : 2816
72 -> 24 : 2617
30 -> 46 : 1
95 -> 97 : 17
53 -> 37 : 901
11 -> 29 : 418
31 -> 44 : 4324
8 -> 28 : 333
24 -> 15 : 5289
23 -> 56 : 161
97 -> 17 : 29209
99 -> 97 : 10333
41 -> 52 : 41479
6 -> 86 : 12912
54 -> 45 : 268
7 -> 23 : 205
53 -> 68 : 2041
67 -> 92 : 491
25 -> 39 : 1257
0 -> 18 : 1572
12 -> 46 : 19982
35 -> 68 : 155
1 -> 92 : 665
8 -> 5 : 451
94 -> 30 : 16138
85 -> 60 : 34
59 -> 95 : 4006
22 -> 51 : 1947
12 -> 72 : 10710
50 -> 38 : 173
98 -> 41 : 4684
44 -> 35 : 5675
6 -> 9 : 2534
82 -> 27 : 4
14 -> 44 : 593
61 -> 93 : 10841
72 -> 29 : 20210
61 -> 21 : 42311
19 -> 93 : 507
29 -> 33 : 5146
19 -> 96 : 1038
58 -> 80 : 12595
94 -> 50 : 10402
91 -> 75 : 2237
65 -> 82 : 2001
14 -> 94 : 64
88 -> 87 : 629
21 -> 10 : 35835
45 -> 15 : 3117
20 -> 34 : 42
0 -> 99 : 717
84 -> 8 : 16085
68 -> 59 : 4
65 -> 75 : 2358
89 -> 60 : 4027
61 -> 38 : 3699
65 -> 3 : 287
94 -> 55 : 1939
32 -> 68 : 65
52 -> 16 : 103115
22 -> 94 : 2209
6 -> 24 : 169
20 -> 40 : 6
47 -> 83 : 2959
3 -> 33 : 6854
56 -> 18 : 12721
30 -> 21 : 664
68 -> 96 : 2267
42 -> 94 : 526
74 -> 34 : 452
16 -> 19 : 75316
88 -> 12 : 34
51 -> 18 : 4321
52 -> 57 : 9092
42 -> 70 : 574
91 -> 22 : 2270
17 -> 54 : 6398
61 -> 23 : 3374
50 -> 16 : 12781
52 -> 0 : 3041
2 -> 41 : 6242
87 -> 4 : 1394
99 -> 14 : 2905
97 -> 0 : 10339
35 -> 66 : 3408
8 -> 15 : 10646
70 -> 21 : 333
92 -> 43 : 2994
84 -> 18 : 2910
19 -> 83 : 49744
53 -> 85 : 237
12 -> 11 : 1586
60 -> 50 : 5390
58 -> 94 : 6222
10 -> 12 : 45089
83 -> 77 : 10213
94 -> 46 : 4464
94 -> 3 : 1984
83 -> 19 : 10352
34 -> 25 : 3669
87 -> 43 : 593
46 -> 50 : 9598
72 -> 54 : 1784
12 -> 43 : 5867
3 -> 61 : 571
89 -> 30 : 347
18 -> 27 : 17993
40 -> 16 : 70
9 -> 69 : 20049
65 -> 39 : 147
17 -> 34 : 2115
30 -> 80 : 5164
1 -> 16 : 130
72 -> 16 : 4354
62 -> 24 : 29491
70 -> 93 : 260
43 -> 80 : 9234
70 -> 84 : 6
40 -> 50 : 21
80 -> 5 : 11446
75 -> 51 : 3599
53 -> 10 : 45
3 -> 60 : 2235
19 -> 16 : 12088
52 -> 60 : 363
37 -> 88 : 2131
6 -> 25 : 39
90 -> 80 : 279
23 -> 7 : 3113
1 -> 15 : 31
84 -> 53 : 1555
67 -> 79 : 962
64 -> 82 : 206
90 -> 8 : 194
34 -> 5 : 5535
65 -> 74 : 16
57 -> 59 : 10791
7 -> 69 : 762
92 -> 18 : 772
46 -> 37 : 2027
89 -> 95 : 507
53 -> 7 : 498
11 -> 12 : 8006
39 -> 91 : 1271
80 -> 79 : 12407
64 -> 69 : 73
27 -> 11 : 10353
22 -> 11 : 3292
26 -> 64 : 14045
4 -> 73 : 883
41 -> 3 : 4493
24 -> 9 : 26981
39 -> 27 : 865
43 -> 79 : 134
3 -> 22 : 1196
93 -> 21 : 818
0 -> 12 : 1946
87 -> 50 : 247
70 -> 18 : 24
95 -> 75 : 44
11 -> 16 : 10701
47 -> 13 : 592
12 -> 79 : 8645
62 -> 34 : 5525
41 -> 4 : 1387
73 -> 54 : 743
8 -> 84 : 651
52 -> 94 : 44
68 -> 12 : 219
61 -> 53 : 1138
71 -> 75 : 1750
13 -> 60 : 426
73 -> 22 : 159
8 -> 70 : 1994
24 -> 93 : 61
85 -> 80 : 129
5 -> 51 : 8919
96 -> 63 : 24515
90 -> 73 : 71
13 -> 98 : 1808
69 -> 83 : 5304
17 -> 30 : 36
87 -> 51 : 512
26 -> 66 : 57
58 -> 47 : 1035
84 -> 73 : 1804
37 -> 79 : 2092
26 -> 30 : 21
96 -> 33 : 32
65 -> 60 : 12
40 -> 87 : 672
66 -> 75 : 5406
71 -> 85 : 363
64 -> 7 : 10609
87 -> 2 : 582
58 -> 23 : 50
99 -> 30 : 265
31 -> 4 : 57
49 -> 92 : 1323
36 -> 0 : 8646
44 -> 45 : 1013
22 -> 65 : 669
64 -> 0 : 1350
52 -> 6 : 22
81 -> 14 : 51536
61 -> 32 : 29
89 -> 53 : 16
54 -> 86 : 2027
19 -> 58 : 2199
71 -> 52 : 2557
43 -> 13 : 66
89 -> 88 : 36
67 -> 23 : 791
71 -> 21 : 63
40 -> 8 : 530
63 -> 67 : 11974
58 -> 71 : 2087
85 -> 46 : 425
52 -> 26 : 581
40 -> 13 : 205
25 -> 83 : 48
71 -> 19 : 867
62 -> 95 : 369
40 -> 62 : 441
61 -> 0 : 3
34 -> 5 : 14412
94 -> 49 : 2368
18 -> 75 : 2028
1 -> 99 : 39
29 -> 73 : 18698
3 -> 57 : 175
40 -> 6 : 66
79 -> 65 : 6514
52 -> 22 : 1384
23 -> 90 : 858
60 -> 87 : 383
90 -> 70 : 550
48 -> 18 : 280
25 -> 41 : 1961
8 -> 5 : 3394
20 -> 63 : 20
56 -> 69 : 3021
43 -> 93 : 16
26 -> 51 : 551
6 -> 15 : 19
55 -> 17 : 17725
73 -> 35 : 9819
88 -> 66 : 146
64 -> 22 : 1555
58 -> 97 : 700
65 -> 53 : 520
60 -> 10 : 1893
71 -> 40 : 401
70 -> 77 : 450
94 -> 74 : 357
61 -> 13 : 1
69 -> 70 : 9509
14 -> 25 : 53019
78 -> 27 : 909
91 -> 40 : 673
25 -> 9 : 1804
20 -> 68 : 12
27 -> 58 : 7316
17 -> 52 : 33999
81 -> 89 : 17704
12 -> 36 : 35900
70 -> 41 : 5255
99 -> 43 : 236
7 -> 1 : 2417
92 -> 25 : 1845
11 -> 96 : 1267
25 -> 71 : 29170
85 -> 62 : 4
44 -> 45 : 201
34 -> 12 : 7777
82 -> 19 : 1026
60 -> 90 : 564
15 -> 82 : 12442
35 -> 23 : 8887
14 -> 87 : 724
65 -> 63 : 4068
94 -> 50 : 355
22 -> 28 : 4057
0 -> 96 : 17224
2 -> 11 : 858
44 -> 83 : 486
9 -> 59 : 14722
3 -> 64 : 2944
77 -> 21 : 10039
25 -> 70 : 10815
33 -> 30 : 25770
69 -> 44 : 9411
6 -> 42 : 143
30 -> 77 : 35288
69 -> 77 : 7
40 -> 67 : 1040
34 -> 22 : 234
52 -> 62 : 5994
93 -> 27 : 1759
45 -> 66 : 4066
36 -> 83 : 16798
48 -> 99 : 43
99 -> 0 : 242
81 -> 77 : 1267
80 -> 81 : 5461
70 -> 61 : 413
20 -> 23 : 1
33 -> 32 : 1803
40 -> 75 : 6
73 -> 41 : 4418
19 -> 17 : 23993
26 -> 3 : 22
76 -> 9 : 7942
21 -> 87 : 2054
67 -> 46 : 12701
94 -> 77 : 412
56 -> 46 : 1629
67 -> 32 : 107
44 -> 45 : 6956
38 -> 91 : 1429
68 -> 10 : 12
37 -> 2 : 536
18 -> 63 : 2446
87 -> 97 : 3033
18 -> 84 : 35
58 -> 36 : 3733
33 -> 97 : 96
29 -> 88 : 4823
24 -> 62 : 4567
14 -> 35 : 538
37 -> 20 : 45
55 -> 50 : 1353
4 -> 23 : 7946
49 -> 26 : 1605
36 -> 91 : 16395
58 -> 89 : 3496
51 -> 0 : 6635
2 -> 4 : 183
4 -> 70 : 2742
78 -> 17 : 137
35 -> 67 : 1323
78 -> 70 : 162
73 -> 14 : 3842
55 -> 96 : 1659
68 -> 13 : 12
48 -> 69 : 83
74 -> 78 : 7269
15 -> 34 : 1088
23 -> 49 : 12898
71 -> 41 : 21235
1 -> 37 : 1281
69 -> 90 : 185
22 -> 52 : 470
52 -> 57 : 3329
5 -> 85 : 9102
17 -> 31 : 14002
11 -> 44 : 3412
69 -> 79 : 47
92 -> 56 : 29
