Sender -> Receiver: Amount
0 -> 689 : 22989
689 -> 924 : 10228
689 -> 693 : 12761
0 -> 216 : 921577
0 -> 459 : 11668
0 -> 480 : 22745
480 -> 59 : 917
459 -> 613 : 10956
693 -> 846 : 3572
693 -> 380 : 6752
459 -> 409 : 211
459 -> 422 : 230
0 -> 353 : 3901
380 -> 453 : 6404
453 -> 135 : 692
380 -> 705 : 277
846 -> 242 : 1690
242 -> 273 : 964
216 -> 961 : 314556
846 -> 399 : 1298
409 -> 702 : 118
422 -> 8 : 212
702 -> 921 : 54
453 -> 956 : 3870
242 -> 758 : 94
480 -> 215 : 11069
453 -> 11 : 611
956 -> 479 : 420
613 -> 620 : 8802
453 -> 338 : 475
216 -> 883 : 21116
215 -> 466 : 7072
380 -> 488 : 36
846 -> 171 : 119
924 -> 560 : 8187
560 -> 45 : 2574
921 -> 491 : 5
273 -> 21 : 882
171 -> 720 : 111
135 -> 763 : 122
702 -> 770 : 39
216 -> 690 : 157673
135 -> 295 : 493
921 -> 547 : 35
560 -> 827 : 2869
8 -> 605 : 154
479 -> 202 : 38
956 -> 0 : 2411
720 -> 101 : 47
827 -> 206 : 1559
613 -> 984 : 852
620 -> 318 : 4783
11 -> 138 : 228
318 -> 754 : 1707
560 -> 984 : 2413
135 -> 36 : 53
690 -> 475 : 67135
720 -> 27 : 47
399 -> 635 : 570
242 -> 334 : 232
547 -> 987 : 14
380 -> 489 : 21
613 -> 165 : 1142
380 -> 99 : 11
480 -> 714 : 1214
0 -> 658 : 10157
206 -> 154 : 23
409 -> 185 : 87
883 -> 787 : 9125
754 -> 13 : 848
242 -> 120 : 189
334 -> 461 : 192
242 -> 795 : 147
120 -> 572 : 93
120 -> 368 : 65
353 -> 282 : 1546
795 -> 942 : 16
459 -> 587 : 24
479 -> 547 : 169
770 -> 239 : 22
491 -> 332 : 2
956 -> 120 : 482
547 -> 582 : 103
318 -> 379 : 2914
620 -> 213 : 1361
489 -> 276 : 7
754 -> 818 : 328
332 -> 928 : 2
154 -> 260 : 15
480 -> 608 : 8994
702 -> 34 : 22
620 -> 94 : 2482
379 -> 741 : 2731
154 -> 387 : 7
613 -> 422 : 106
171 -> 737 : 2
924 -> 331 : 1536
921 -> 718 : 10
154 -> 112 : 1
380 -> 928 : 3
331 -> 866 : 871
409 -> 837 : 1
720 -> 921 : 9
488 -> 21 : 17
165 -> 344 : 766
368 -> 445 : 16
587 -> 417 : 13
36 -> 980 : 5
295 -> 938 : 273
587 -> 786 : 2
479 -> 923 : 38
202 -> 705 : 25
101 -> 296 : 20
36 -> 419 : 17
786 -> 995 : 2
605 -> 380 : 88
27 -> 352 : 35
202 -> 808 : 12
213 -> 833 : 1330
368 -> 899 : 37
770 -> 813 : 8
34 -> 788 : 22
827 -> 113 : 1219
466 -> 624 : 1324
693 -> 920 : 175
8 -> 435 : 11
984 -> 34 : 1878
920 -> 924 : 14
787 -> 413 : 897
295 -> 345 : 150
899 -> 511 : 3
608 -> 171 : 4117
379 -> 698 : 88
34 -> 960 : 453
352 -> 599 : 18
135 -> 329 : 13
165 -> 81 : 345
942 -> 925 : 13
45 -> 438 : 523
605 -> 411 : 18
334 -> 649 : 11
379 -> 364 : 9
995 -> 478 : 2
379 -> 449 : 58
0 -> 808 : 430
763 -> 265 : 4
466 -> 236 : 1299
202 -> 891 : 1
461 -> 273 : 9
239 -> 640 : 20
352 -> 742 : 10
411 -> 796 : 13
165 -> 58 : 2
923 -> 754 : 31
13 -> 505 : 381
94 -> 775 : 636
599 -> 337 : 17
236 -> 821 : 347
833 -> 297 : 1118
837 -> 12 : 1
273 -> 908 : 72
620 -> 120 : 134
984 -> 586 : 704
11 -> 739 : 34
833 -> 503 : 151
171 -> 969 : 2459
693 -> 443 : 736
206 -> 699 : 187
344 -> 995 : 105
741 -> 652 : 1945
908 -> 999 : 50
758 -> 347 : 44
833 -> 281 : 27
796 -> 375 : 13
120 -> 371 : 341
329 -> 119 : 8
364 -> 788 : 3
45 -> 953 : 704
582 -> 892 : 102
387 -> 392 : 4
112 -> 190 : 1
265 -> 276 : 3
58 -> 634 : 1
960 -> 876 : 187
586 -> 896 : 215
705 -> 266 : 32
338 -> 350 : 298
956 -> 400 : 350
58 -> 835 : 1
956 -> 598 : 129
375 -> 337 : 6
215 -> 619 : 2601
461 -> 16 : 107
239 -> 930 : 2
281 -> 136 : 6
260 -> 62 : 1
891 -> 869 : 1
445 -> 340 : 9
995 -> 989 : 11
969 -> 894 : 1186
705 -> 379 : 224
613 -> 559 : 15
705 -> 382 : 35
62 -> 70 : 1
635 -> 70 : 459
411 -> 574 : 3
763 -> 627 : 53
741 -> 353 : 416
547 -> 503 : 9
634 -> 665 : 1
399 -> 951 : 716
16 -> 395 : 98
649 -> 862 : 11
45 -> 570 : 1039
